id,site,job_url,job_url_direct,job_title,company_name,location,posted_date,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type,search_query_input,data_source,engagement_count,cleaned_description,job_category,indonesia_match_source,extracted_skills,city
li-4392950758,linkedin,https://www.linkedin.com/jobs/view/4392950758,,Junior Associate - Tech & AI,McKinsey & Company,"Jakarta, Jakarta, Indonesia",2026-06-23,fulltime,,,,,,False,associate,"Consulting, Product Management, and Strategy/Planning",,,"**Who You'll Work With**
Driving lasting impact and building long-term capabilities with our clients is not easy work. You are the kind of person who thrives in a high performance/high reward culture - doing hard things, picking yourself up when you stumble, and having the resilience to try another way forward.
  
  
In return for your drive, determination, and curiosity, we'll provide the resources, mentorship, and opportunities you need to become a stronger leader faster than you ever thought possible. Your colleagues—at all levels—will invest deeply in your development, just as much as they invest in delivering exceptional results for clients. Every day, you'll receive apprenticeship, coaching, and exposure that will accelerate your growth in ways you won’t find anywhere else.
  
  
When you join us, you will have:
  
  

* Continuous learning: Our learning and apprenticeship culture, backed by structured programs, is all about helping you grow while creating an environment where feedback is clear, actionable, and focused on your development. The real magic happens when you take the input from others to heart and embrace the fast-paced learning experience, owning your journey.
* A voice that matters: From day one, we value your ideas and contributions. You’ll make a tangible impact by offering innovative ideas and practical solutions, all while upholding our unwavering commitment to ethics and integrity. We not only encourage diverse perspectives, but they are critical in driving us toward the best possible outcomes.
* Global community: With colleagues across 65+ countries and over 100 different nationalities, our firm’s diversity fuels creativity and helps us come up with the best solutions for our clients. Plus, you’ll have the opportunity to learn from exceptional colleagues with diverse backgrounds and experiences.
* World-class benefits: On top of a competitive salary (based on your location, experience, and skills), we provide a comprehensive benefits package to enable holistic well-being for you and your family.

**Your Impact**
You will work with C-suite executives and senior managers, problem-solve on key issues as well as provide actionable recommendations leveraging your technological know-how and business sense.
  
  
You will play an active role in all aspects of a client project, typically working in teams of 3-5 consultants alongside experts and colleagues of all tenures, including developers, designers, data engineers, agile coaches and others. This includes gathering and analyzing information, formulating and testing hypotheses, and developing and communicating recommendations for client presentations. During some projects you’ll also present results to client management and implement recommendations in collaboration with client team members.
  
  
You will receive exceptional training as well as frequent coaching and mentoring from colleagues on your team. This support includes a Partner from your local office or practice assigned to you to help guide your career as well as up to five weeks of formal training in your first two years as an Associate. Additionally, you'll receive guidance and support from your local office or practice in the selection of client projects, helping you to develop your skills and build your network.
  
  
You'll work as part of our Tech & AI by McKinsey team in Jakarta. Tech & AI by McKinsey helps enterprises think strategically about how to leverage technology to create fundamental business change - from formulating tech-driven growth strategies to enabling more efficient operations, through the use of technology.
  
  
In a world where digital is the new standard, executives are increasingly looking for sharp advice on technology. With a team of 2,100 experts and consultants across 60 countries, Tech & AI by McKinsey works on key technology topics including big data, agile, cloud, cybersecurity, analytics and digital transformation. We serve a range of companies, including start-ups, the public sector and global Fortune 100 firms.
  
  
**Your Qualifications and Skills**

* Bachelor's degree, ideally either in a business (economics, finance, management) or a technical field (engineering, computer science, data science)
* 2+ years of work experience preferred, leveraging analytics/AI for product growth and management, or in technical roles (data scientists / data engineers / software engineers)
* Outstanding record of academic achievement, with functional knowledge or passion in Digital, Technology and IT, as well as business and strategy
* Proven record of leadership in a work setting and/or through extracurricular activities
* Ability to work collaboratively in a team environment and effectively with people at all levels in an organization
* Willingness to travel
* Skills to communicate complex ideas effectively","Financial Services, IT Services and IT Consulting, and Business Consulting and Services",https://www.linkedin.com/company/mckinsey,https://media.licdn.com/dms/image/v2/D4E0BAQH6cj4wh1xqNQ/company-logo_100_100/B4EZ7lKlnyKAAI-/0/1781961218750/mckinsey_logo?e=2147483647&v=beta&t=y1Gakps7F1dXHWToC_WbEQ-hMQt9xw-ydVYUkMGNKio,,,,,,,,,,,,Data,linkedin_realtime_Data,,driving lasting impact building long term capabilities clients easy kind person thrives high performance high reward culture hard things picking stumble resilience try another way forward return drive determination curiosity provide resources mentorship opportunities need become stronger leader faster ever thought possible colleagues levels invest deeply development much invest delivering exceptional results clients every day receive apprenticeship coaching exposure accelerate growth ways find anywhere else continuous learning learning apprenticeship culture backed structured programs helping grow creating environment feedback clear actionable focused development real magic happens take input others heart embrace paced learning owning journey voice matters day one value ideas contributions make tangible impact offering innovative ideas practical solutions upholding unwavering commitment ethics integrity encourage diverse perspectives critical driving toward best possible outcomes global community colleagues across countries different nationalities firm diversity fuels creativity helps come best solutions clients plus exceptional colleagues diverse backgrounds experiences world class top competitive based location provide comprehensive package enable holistic well family impact suite executives managers problem solve key issues well provide actionable recommendations leveraging technological know business sense play active aspects client project typically teams consultants alongside experts colleagues tenures including developers designers data engineers agile coaches others includes gathering analyzing information formulating testing hypotheses developing communicating recommendations client presentations projects also present results client management implement recommendations collaboration client members receive exceptional training well frequent coaching mentoring colleagues support includes partner local practice assigned help guide career well five weeks formal training first two associate additionally receive guidance support local practice selection client projects helping develop build network part tech mckinsey jakarta tech mckinsey helps enterprises think strategically leverage technology create fundamental business change formulating tech driven growth strategies enabling efficient operations use technology world digital new standard executives increasingly sharp advice technology experts consultants across countries tech mckinsey works key technology topics including big data agile cloud cybersecurity analytics digital transformation serve range companies including start ups public sector global fortune firms ideally either business economics finance management technical field engineering computer science data science leveraging analytics product growth management technical roles data scientists data engineers software engineers outstanding record academic achievement functional digital technology well business strategy proven record leadership setting extracurricular activities collaboratively environment effectively people levels organization willingness travel complex ideas effectively,Data and Technology,location,"['apprenticeship coaching', 'receive apprenticeship', 'mentorship opportunities', 'apprenticeship culture', 'learning apprenticeship', 'apprenticeship', 'mentorship', 'resources mentorship']",Jakarta
li-4424489916,linkedin,https://www.linkedin.com/jobs/view/4424489916,,Sahabat Management Development Program 2026,Bank Sahabat Sampoerna,"Jakarta, Indonesia",2026-06-23,fulltime,,,,,,False,entry level,Management and Finance,,,"Are you a fresh graduate who wants to accelerate your career? Do you like data analysis, product/business initiatives, system/process improvement, and other banking and financial services?

Bank Sahabat Sampoerna is now opening the Sahabat Management Development Program (SMDP)!

Sahabat Management Development Program (SMDP) is an exclusive development program designed for talented fresh graduates aspiring to become Future Leaders of Banking & Financial Services in the digital era.

The program applies comprehensive general banking and financial services departmental knowledge and skills through classroom/virtual training, job training, project assignments, and mentoring.

If you have these requirements, click apply!

* Fresh Graduate or max 1-year experience.
* Top-notch bachelor/master (S1/S2) graduate from a reputable university with a minimum GPA of 3.00 (S1/Bachelor), 3.25 (S2/Master).
* Relevant Major, preferably: Applied Economy & Business, Technic, IT, Computer Science
* Proficient in English with a score of TOEFL min. 550 / IELTS min. 6.
* Eager to learn something new, especially in Digital Business & Banking.
* Love challenges in New Projects and Initiatives to create New Products/Businesses.
* Skilled at working collaboratively, developing creative solutions, and accomplishing team goals.

For YOU, future leaders, apply here

https://bit.ly/RegisterSMDP2026",Financial Services and Banking,https://id.linkedin.com/company/bank-sahabat-sampoerna,https://media.licdn.com/dms/image/v2/D560BAQFhbM8BTA0I3w/company-logo_100_100/B56Zk9CEBGHQAQ-/0/1757665575781/bank_sahabat_sampoerna_logo?e=2147483647&v=beta&t=YTXAhx5gM-P-lAy7M6nRuGPlBoioMKZvlV1GqeOj7OA,,,,,,,,,,,,Data,linkedin_realtime_Data,,wants accelerate career like data analysis product business initiatives system process improvement banking financial services bank sahabat sampoerna opening sahabat management development program smdp sahabat management development program smdp exclusive development program designed talented graduates aspiring become future leaders banking financial services digital era program applies comprehensive general banking financial services departmental classroom virtual training training project assignments mentoring requirements max year top notch reputable university gpa relevant major preferably applied economy business technic computer science proficient english score toefl min ielts min eager something new especially digital business banking love challenges new projects initiatives create new products businesses skilled collaboratively developing creative solutions accomplishing goals future leaders,Marketing and Content,location,"['accelerate career', 'graduates aspiring', 'aspiring future', 'talented graduates', 'career', 'graduates', 'computer science', 'projects initiatives']",Jakarta
li-4432421840,linkedin,https://www.linkedin.com/jobs/view/4432421840,,"Manual QA Engineer (Junior/Middle) (Remote, Contract)",INFUSE,"Baki, Central Java, Indonesia",2026-06-23,fulltime,,,,,,True,mid-senior level,"Quality Assurance, Information Technology, and Engineering",,,"**OUR HIRING PROCESS:**

* We will review your application against our job requirements. We do not employ machine learning technologies during this phase as we believe every human deserves attention from another human. We do not think machines can evaluate your application quite like our seasoned recruiting professionals—every person is unique. We promise to give your candidacy a fair and detailed assessment.
* We may then invite you to submit a video interview for the review of the hiring manager. This video interview is often followed by a test or short project that allows us to determine whether you will be a good fit for the team.
* At this point, we will invite you to interview with our hiring manager and/or the interview team. Please note: We do not conduct interviews via text message, Telegram, etc. and we never hire anyone into our organization without having met you face-to-face (or via Zoom). You will be invited to come to a live meeting or Zoom, where you will meet our INFUSE team.
* From there on, it’s decision time! If you are still excited to join INFUSE and we like you as much, we will have a conversation about your offer. We do not make offers without giving you the opportunity to speak with us live.

INFUSE is committed to complying with applicable data privacy and security laws and regulations. For more information, please see our Privacy Policy
  
  
**INFUSE**
is a demand generation company providing solutions to B2B organizations. We help clients and partners to deliver audience, buyers, and account engagement that meets their goals. With a global team operating across more than 60 countries, the company has been recognized multiple times on the prestigious Inc. 5000 list, and has received over 60 other industry awards, including Inc. Best Workplaces.
  
  
**About The Role**
We are looking for a Manual QA Engineer to help maintain and improve the quality of a B2B marketing platform that supports the full lifecycle of marketing campaigns—from planning and launch to AI-assisted workflows and performance analytics.
  
  
Our platform includes numerous interconnected tools and workflows used by clients, partners, and internal teams. As part of the QA team, you will play a key role in ensuring reliability, usability, and a great user experience across the platform.
  
  
**Responsibilities**

* Perform functional, regression, integration, UI/UX, and cross-browser testing.
* Validate new features and enhancements across multiple platform modules.
* Create and maintain test cases, test scenarios, test plans, and QA documentation.
* Identify, document, and track defects through resolution.
* Verify fixes and perform release validation testing.
* Collaborate closely with Product Managers, Designers, Developers, and fellow QA team members.
* Participate in requirement reviews and provide feedback from a quality and user experience perspective.
* Help improve QA processes, testing approaches, and documentation standards.

**Requirements**

* 1+ year of experience in manual web application testing.
* Strong understanding of software testing principles and QA methodologies.
* Experience testing complex web applications and user workflows.
* Familiarity with functional, regression, UI/UX, and cross-browser testing.
* Ability to create clear and structured test documentation.
* Strong attention to detail and analytical thinking.
* Intermediate English level sufficient for daily communication within an international team.

Nice to Have
  
  

* Experience with API testing.
* Familiarity with browser developer tools.
* Interest in test automation and professional growth within QA.","Spectator Sports, Software Development, and Information Services",https://www.linkedin.com/company/infuse,https://media.licdn.com/dms/image/v2/D4D0BAQEDUPi9LNtGrg/company-logo_100_100/B4DZd_jXuCH4AU-/0/1750191668471/infuse_logo?e=2147483647&v=beta&t=-BMz44v1_oNFZdkfwQx-ghECHeZc7gGfKMV2Z5AXWok,,,,,,,,,,,,Data,linkedin_realtime_Data,,process review application requirements employ machine learning technologies phase believe every human deserves attention another human think machines evaluate application quite like seasoned recruiting professionals every person unique promise give candidacy fair detailed assessment may invite video interview review manager video interview often followed test short project allows determine whether fit point invite interview manager interview note conduct interviews via text message telegram etc never anyone organization without met face face via zoom invited come live meeting zoom meet infuse decision time still excited infuse like much conversation offer make offers without giving speak live infuse committed complying applicable data privacy security laws regulations information see privacy policy infuse demand generation providing solutions organizations help clients partners deliver audience buyers account engagement meets goals global operating across countries recognized multiple times prestigious inc list received industry awards including inc best workplaces manual engineer help maintain improve quality marketing platform supports full lifecycle marketing campaigns planning launch assisted workflows performance analytics platform includes numerous interconnected tools workflows used clients partners internal teams part play key ensuring reliability usability great user across platform perform functional regression integration cross browser testing validate new features enhancements across multiple platform modules create maintain test cases test scenarios test plans documentation identify document track defects resolution verify fixes perform release validation testing collaborate closely product managers designers developers fellow members participate reviews provide feedback quality user perspective help improve processes testing approaches documentation standards requirements year manual web application testing understanding software testing principles methodologies testing complex web applications user workflows familiarity functional regression cross browser testing create clear structured test documentation attention analytical thinking intermediate english level sufficient daily within international nice api testing familiarity browser developer tools interest test automation professional growth within,General Business,location,"['interview review', 'process review', 'interview manager', 'workflows used', 'requirements employ', 'tools workflows', 'recruiting professionals', 'review application']",Baki
li-4430895980,linkedin,https://www.linkedin.com/jobs/view/4430895980,,Program Manager - Customer Experience,Canva,"Jakarta, Jakarta, Indonesia",2026-06-23,fulltime,,,,,,False,mid-senior level,Administrative,,,"**Job Description**
**Where and how you can work:**
This role is based in
**Jakarta, Indonesia.**
At Canva, we trust our Canvanauts to choose the balance that empowers them and their team to achieve their goals. You’ll collaborate closely with
**local stakeholders in Indonesia**
and partner with
**global teams across Australia and the Philippines**
—
**bringing the voice of Indonesian users into global conversations.**
**What you’d be doing in this role:**
As Canva scales, change continues to be part of our DNA. But we like to think that’s all part of the fun.
  
  
As a
**User Voice Experience Advocate**
in our User Voice Supergroup, sitting within Service Design & Delivery,
**you’ll shape how support feels for users in Indonesia.**
You’ll make sure our
**help experience feels truly local**
— while still being powered by Canva’s global capabilities.
  
  
This is a hands-on, impact-driven individual contributor role where you’ll analyse insights, design improvements, and drive measurable service outcomes.
  
  
**At the moment, this role is focused on:**

* Being the champion for Indonesian users in every global conversation — advocating for local needs, pushing back where global decisions would hurt the Indonesian experience, and ensuring Indonesia's voice shapes how Canva builds and prioritises support globally
* Owning and executing the support strategy for Indonesia — grounded in user insights and aligned with global User Voice processes
* Using data — CSAT, contact drivers, effort scores, and dissatisfied user feedback — to diagnose what's breaking and turn insights into concrete improvements
* Designing and launching support programs from scratch — building the frameworks, running pilots, iterating fast, and owning outcomes end to end
* Auditing and improving help center content, chatbot responses, and specialist communications to ensure they reflect Indonesian language, culture, and expectations
* Partnering cross-functionally with Product, Growth, Enterprise and Print teams to deliver seamless end-to-end support experiences — influencing without formal authority

**You’re probably a match if:**

* You have relevant experience in customer experience, support operations, service design, or related strategic roles — in consumer-facing, tech, or high-growth environments
* You've launched 0–1 programs from scratch and can point to the measurable impact they drove
* You've used CX data (CSAT, NPS, contact drivers, effort scores) to diagnose problems and build the case for change — with stakeholders who didn't always agree with you
* You're a strong problem solver who can navigate ambiguity, analyse data, and make sound decisions with practical judgement
* You're an exceptional communicator — fluent in Bahasa Indonesia and English — and can confidently translate user insights into compelling stories for global stakeholders
* You're comfortable rolling up your sleeves and getting into the detail while maintaining a clear strategic lens
* You thrive in fast-paced environments, think in systems not just tasks, and have the ambition to scale what you build beyond your current remit

**About the team:**
The
**Service Design & Delivery group**
within User Voice is on a mission to craft seamless, differentiated, issue-resolving experiences while driving smart investments.
  
  
We partner across product areas and international markets to create end-to-end support experiences that feel local — wherever our users are. Every user empowered, every voice heard — that’s what drives us.
  
  
**As one of the early local advocates globally**
, you’ll help
**define what world-class, localized support looks like**
at Canva. The frameworks you build and insights you generate will influence how we support users across many more countries.
  
  
**What’s in it for you?**
Achieving our crazy big goals motivates us to work hard — and we do — but you’ll experience lots of moments of magic, connectivity and fun woven throughout life at Canva, too.
  
  
**Here’s a taste of what’s on offer:**

* Equity packages — we want our success to be yours too
* Inclusive parental leave policy that supports all parents & carers
* A Vibe & Thrive allowance to support your wellbeing, social connection, office setup & more
* Flexible leave options that empower you to be a force for good, take time to recharge and support you personally

*Check out lifeatcanva.com for more info*
**Other Stuff To Know**
We make hiring decisions based on your experience, skills and passion, as well as how you can enhance Canva and our culture. When you apply, please tell us the pronouns you use and any reasonable adjustments you may need during the interview process.
  
  
We celebrate all types of skills and backgrounds at Canva so even if you don’t feel like your skills quite match what’s listed above — we still want to hear from you!
  
  
*Please note that interviews are conducted virtually.*",Software Development and IT Services and IT Consulting,https://au.linkedin.com/company/canva,https://media.licdn.com/dms/image/v2/C4D0BAQGO1uzGzmVB-A/company-logo_100_100/company-logo_100_100/0/1656630679668/canva_logo?e=2147483647&v=beta&t=54xY_bDIQQXehKXvyHG5bUh2EDTXAC86fpNxQSRm7sA,,,,,,,,,,,,Data,linkedin_realtime_Data,,description based jakarta indonesia canva trust canvanauts choose balance empowers achieve goals collaborate closely local stakeholders indonesia partner global teams across australia philippines bringing voice indonesian users global conversations canva scales change continues part dna like think part fun user voice advocate user voice supergroup sitting within service design delivery shape support feels users indonesia make sure help feels truly local still powered canva global capabilities hands impact driven individual contributor analyse insights design improvements drive measurable service outcomes moment focused champion indonesian users every global conversation advocating local needs pushing back global decisions would hurt indonesian ensuring indonesia voice shapes canva builds prioritises support globally owning executing support strategy indonesia grounded user insights aligned global user voice processes using data csat contact drivers effort scores dissatisfied user feedback diagnose breaking turn insights concrete improvements designing launching support programs scratch building frameworks running pilots iterating owning outcomes end end auditing improving help center content chatbot responses specialist communications ensure reflect indonesian language culture expectations partnering cross functionally product growth enterprise print teams deliver seamless end end support experiences influencing without formal authority probably match relevant customer support operations service design related strategic roles consumer facing tech high growth environments launched programs scratch point measurable impact drove used data csat nps contact drivers effort scores diagnose problems build case change stakeholders always agree problem solver navigate ambiguity analyse data make sound decisions practical judgement exceptional communicator fluent bahasa indonesia english confidently translate user insights compelling stories global stakeholders comfortable rolling sleeves getting maintaining clear strategic lens thrive paced environments think systems tasks ambition scale build beyond current remit service design delivery group within user voice mission craft seamless differentiated issue resolving experiences driving smart investments partner across product areas international markets create end end support experiences feel local wherever users every user empowered every voice heard drives one early local advocates globally help define world class localized support looks like canva frameworks build insights generate influence support users across many countries achieving crazy big goals motivates hard lots moments magic connectivity fun woven throughout life canva taste offer equity packages want success inclusive parental leave policy supports parents carers vibe thrive allowance support wellbeing social connection setup flexible leave options empower force take time recharge support personally check lifeatcanva com info stuff know make decisions based well enhance canva culture tell pronouns use reasonable adjustments may need interview process celebrate types backgrounds canva even feel like quite match listed still want hear note interviews conducted virtually,Marketing and Content,location,"['stakeholders indonesia', 'indonesian ensuring', 'ensuring indonesia', 'reflect indonesian', 'indonesian users', 'strategy indonesia', 'indonesia canva', 'users indonesia']",Jakarta
li-4422300372,linkedin,https://www.linkedin.com/jobs/view/4422300372,,Sr Officer-Accounting,PT. Indosat Tbk,"Jakarta, Indonesia",2026-06-23,fulltime,,,,,,False,mid-senior level,Accounting/Auditing and Finance,,,"**Job Summary**
Responsible for end-to-end accounting operations related to operating expenses, including but not limited to rental tower, electricity and technical site transactions, general and administrative costs, marketing and other service costs. The role ensures accurate and timely journal entries in ERP, proper reconciliation of prepayments, GRIR and accruals, and preparation of monthly and quarterly financial consolidation packages. The position requires strong analytical capability for cost fluctuation analysis, sound knowledge of accounting standards, and adherence to internal control and risk management principles.
  
  
**Overall Objective**
Deliver accurate and timely expense accounting in compliance with PSAK and company policies, maintain robust internal controls, support audit readiness, and provide management with transparent, data-driven insights to support decision-making and cost optimization.
  
  
Key Job Responsibilities
  
  

* Accounting and Reporting

+ Record and review monthly journals in ERP including but not limited to rental tower, electricity and technical site, marketing and G&A transactions in accordance with accounting policies and IFRS-based standards.
+ Prepare and reconcile accrual, GRIR and prepaid schedules to ensure accuracy and completeness of reported balances.
+ Prepare the monthly and quarterly consolidated expense packages, including supporting schedules and disclosure notes.

* Reconciliation and Closing Activities

+ Lead monthly prepayment clearing, reconciliation and ensure consistency with ERP balances.
+ Perform expense confirmations mid-month and at month-end with relevant users to validate progress and delivery of services.
+ Verify GR/IR data alignment to support accurate expense recognition.

* Cost Analysis and Management Reporting

+ Conduct monthly variance and trend analysis of operating expenses, identifying key drivers of cost movements.
+ Provide management with a comprehensive cost analysis report and explanation of material fluctuations during the closing cycle.

* Audit and Compliance

+ Coordinate with external auditors, ensuring timely submission of supporting documents and clear explanation of account movements.
+ Maintain documentation and evidence to support internal and external audit requirements.

* Risk Management

+ Identify, assess, and monitor operational and accounting risks within the expense accounting scope.
+ Develop and implement risk mitigation plans aligned with corporate risk management standards.
+ Conduct quarterly risk assessments and ensure effective control implementation.

Deliveribles
  
  

* Monthly and quarterly journal entries and schedules (Accrual, Prepaid, etc.).
* Consolidation package and management analytical report.
* Reconciliation report for prepayments, accruals and GR/IR accounts.
* Quarterly risk assessment and mitigation updates
* Audit Support Documentation

Operating Network
  
  
Category Internal (within function) Internal (outside of function) External
**Scope**
Expense Accounting Department
  
  

* All related Accounting Divisions with OPEX transactions
* Division Strategy & Planning – Group B2B
* TLP Management Division – Group Budget Control & Site Management
* Budget Control Management – Group Budget Control & Site Management
* Cash Management Division
* Other External related Division
* External Auditors
* Vendors and service providers (for expense confirmation and documentation)
* Consultants or advisors supporting accounting and system improvement projects

Minimum Requirement
  
  
**Education & Experience**

* Bachelor’s degree in Accounting or Finance from reputable University.
* Minimum 3–5 years of relevant accounting experience; experience in a Big 4 accounting firm preferred.

**Skills & Knowledge**

* Strong understanding of Indonesian Financial Accounting Standards (PSAK) and IFRS principles.
* Proficient in SAP and/or Oracle financial modules is a must.
* Advanced skills in Microsoft Excel and good command of Microsoft Word and Miscorsoft Power Point.
* Fluent in English (spoken and written).
* Strong analytical thinking, attention to detail, and effective communication skills.",Telecommunications,https://id.linkedin.com/company/indosat,https://media.licdn.com/dms/image/v2/D560BAQGXUgayG1KqbA/company-logo_100_100/B56ZjPjkd4G0AU-/0/1755828865569/indosat_logo?e=2147483647&v=beta&t=-exmlqCWm4_uQUz5JAfZC2jCSPYEkvyDfE-0mzDuPag,,,,,,,,,,,,Data,linkedin_realtime_Data,,summary end end accounting operations related operating expenses including limited rental tower electricity technical site transactions general administrative costs marketing service costs ensures accurate timely journal entries erp proper reconciliation prepayments grir accruals preparation monthly quarterly financial consolidation packages requires analytical capability cost fluctuation analysis sound accounting standards adherence internal control risk management principles overall objective deliver accurate timely expense accounting compliance psak policies maintain robust internal controls support audit readiness provide management transparent data driven insights support decision making cost optimization key accounting reporting record review monthly journals erp including limited rental tower electricity technical site marketing transactions accordance accounting policies ifrs based standards prepare reconcile accrual grir prepaid schedules ensure accuracy completeness reported balances prepare monthly quarterly consolidated expense packages including supporting schedules disclosure notes reconciliation closing activities monthly prepayment clearing reconciliation ensure consistency erp balances perform expense confirmations mid month month end relevant users validate progress delivery services verify data alignment support accurate expense recognition cost analysis management reporting conduct monthly variance trend analysis operating expenses identifying key drivers cost movements provide management comprehensive cost analysis report explanation material fluctuations closing cycle audit compliance coordinate external auditors ensuring timely submission supporting documents clear explanation account movements maintain documentation evidence support internal external audit requirements risk management identify assess monitor operational accounting risks within expense accounting scope develop implement risk mitigation plans aligned corporate risk management standards conduct quarterly risk assessments ensure effective control implementation deliveribles monthly quarterly journal entries schedules accrual prepaid etc consolidation package management analytical report reconciliation report prepayments accruals accounts quarterly risk assessment mitigation updates audit support documentation operating network category internal within function internal outside function external scope expense accounting department related accounting divisions opex transactions division strategy planning group tlp management division group budget control site management budget control management group budget control site management cash management division external related division external auditors vendors service providers expense confirmation documentation consultants advisors supporting accounting system improvement projects education accounting finance reputable university relevant accounting big accounting firm understanding indonesian financial accounting standards psak ifrs principles proficient sap oracle financial modules advanced microsoft excel command microsoft word miscorsoft power point fluent english spoken written analytical thinking attention effective,Sales and Business Development,location,"['expense accounting', 'accounting operations', 'accounting reporting', 'operational accounting', 'accounting policies', 'operating expenses', 'accounting firm', 'management comprehensive']",Jakarta
li-4422313279,linkedin,https://www.linkedin.com/jobs/view/4422313279,,Logistic Staff,Brink’s Inc,"Jakarta, Jakarta, Indonesia",2026-06-23,fulltime,,,,,,False,entry level,Management and Manufacturing,,,"* Rekonsiliasi Setoran: Menerima dan mencocokkan uang tunai (hasil COD/setoran supir) dengan Surat Jalan dan data penjualan barang.
* Setoran Bank: Menyetorkan uang tunai harian yang terkumpul di gudang ke rekening resmi bank perusahaan secara tepat waktu.
* Kelola Kas Kecil (Petty Cash): Mengatur dan mencatat pengeluaran operasional logistik (bensin, tol, parkir, perbaikan darurat armada).
* Input Data & Laporan: Membuat Laporan Arus Kas Harian (Daily Cash Report) dan menginput data keuangan logistik ke sistem perusahaan.
* Kontrol Selisih & Dokumen: Memeriksa jika ada selisih uang/barang serta merapikan dokumen bukti serah terima (POD/Proof of Delivery).","Transportation, Logistics, Supply Chain and Storage",https://www.linkedin.com/company/brinks,https://media.licdn.com/dms/image/v2/D4E0BAQEEIryE9PL40A/company-logo_100_100/B4EZfGH1AYHIAU-/0/1751375630657/brinks_logo?e=2147483647&v=beta&t=sFIMDj7kL_Dmbk2BWMND7enEW1aKOFMS65SlnymnI7g,,,,,,,,,,,,Data,linkedin_realtime_Data,,rekonsiliasi setoran menerima mencocokkan uang tunai hasil cod setoran supir surat jalan data penjualan barang setoran bank menyetorkan uang tunai harian terkumpul gudang rekening resmi bank tepat waktu kelola kas kecil petty cash mengatur mencatat pengeluaran operasional logistik bensin tol parkir perbaikan darurat armada input data laporan membuat laporan arus kas harian daily cash report menginput data keuangan logistik sistem kontrol selisih dokumen memeriksa selisih uang barang merapikan dokumen bukti serah terima pod proof delivery,General Business,location,"['bank menyetorkan', 'cash report', 'cash mengatur', 'bank', 'data keuangan', 'pengeluaran operasional', 'bank tepat', 'daily cash']",Jakarta
li-4432084537,linkedin,https://www.linkedin.com/jobs/view/4432084537,,Data Scientist - Risk Platform,Indodana,"Jakarta, Jakarta, Indonesia",2026-06-23,fulltime,,,,,,False,associate,Engineering and Information Technology,,,"**Job Description**
We’re looking for fresh graduates with experience in manipulating datasets and building statistical models for credit risk by leveraging machine learning techniques. You will partner with business, product, and engineering team to explore, determine, analyze, propose, and solve some of the most challenging business problems in lending and reduce risk. You will perform deep-dive exploration and analysis to find improvements in our existing framework. You will be submerged in a fast-paced environment working tightly in a strong team of data scientists and experience firsthand our robust data infrastructure.
  
  
**Responsibilities**

* Perform features selection, parameter binning, and optimize custom predictive machine learning models for credit risk scoring
* Query, process, cleanse, and verify the integrity of data used for analysis
* Analyze key metrics to determine risk and explore areas for improvements
* Create reports and dashboards to monitor model impact and performance
* Help build the variety of data ingredients needed to do modelling effectively
* Maintain the credit risk model platform which is utilized by the team
* Provide advice and guidance on potential efficiency gains and new state-of-the-art credit risk modelling methodologies

Qualifications
  
  

* Bachelor degree in an analytical or quantitative discipline (e.g. math, statistics, engineering, computer science), however other disciplines will be considered
* Experienced in using statistical computer languages such as R, Python SAS, SQL, or advanced MS Excel skills is a plus.
* Have good communication skills and able to work together in a team
* Excellent problem-solving skills and have the drive to learn and master new technologies and techniques
* Willingness to learn new skills independently and have a strong sense of project ownership
* Not afraid to get your hands dirty to explore data and build statistical models",Financial Services,https://id.linkedin.com/company/indodana,https://media.licdn.com/dms/image/v2/C560BAQG0T9dxhXAMpQ/company-logo_100_100/company-logo_100_100/0/1630643350790/indodana_logo?e=2147483647&v=beta&t=QSCPiUJAXb-2wXB6lQVqyWAv06vOPMT8a6lWg1XZ-RM,,,,,,,,,,,,Data,linkedin_realtime_Data,,description graduates manipulating datasets building statistical models credit risk leveraging machine learning techniques partner business product engineering explore determine analyze propose solve challenging business problems lending reduce risk perform deep dive exploration analysis find improvements existing framework submerged paced environment tightly data scientists firsthand robust data infrastructure perform features selection parameter binning optimize custom predictive machine learning models credit risk scoring query process cleanse verify integrity data used analysis analyze key metrics determine risk explore areas improvements create reports dashboards monitor model impact performance help build variety data ingredients needed modelling effectively maintain credit risk model platform utilized provide advice guidance potential efficiency gains new state art credit risk modelling methodologies analytical quantitative discipline math statistics engineering computer science however disciplines considered experienced using statistical computer languages python sas sql advanced excel plus together problem solving drive new technologies techniques willingness new independently sense project ownership afraid get hands dirty explore data build statistical models,Data and Technology,location,"['datasets building', 'credit risk', 'maintain credit', 'models credit', 'data build', 'risk scoring', 'risk leveraging', 'risk explore']",Jakarta
